1500872,0.0
153602,0.277
519514,0.0
490872,0.0
218165,0.4882
1065575,0.0
817721,0.8376
1757770,0.0
758495,0.3966
153610,0.3579
20977,0.3818
480414,0.5087
734788,0.4914
294899,0.4773
898706,0.0
1198186,0.6807
1549178,0.6382
1715863,0.5012
427108,0.5105
845460,0.5749
237895,0.2176
871930,0.4999
889270,0.3918
432068,0.6
295630,0.5282
139258,0.535
300188,0.9794
67205,0.3457
1628727,0.743
488319,0.4249
689951,0.3832
252638,0.2448
1282349,0.4285
1609158,0.2675
369301,0.6268
1785560,0.5036
601099,0.0
1404442,0.474
300321,0.0
565718,0.5105
1695020,0.0
874115,0.5105
664730,0.5596
1379730,0.4811
1597090,0.5105
1113853,0.5105
658777,0.6856
595921,0.6448
47922,0.3598
1093482,0.3074
1222039,0.7776
261008,0.0
598128,0.3792
836276,0.4717
604212,0.5572
232300,0.3647
986090,0.4016
437422,0.0
1366509,0.6031
368983,0.5223
1509780,0.3702
1438301,0.0
1535431,0.5214
1735496,0.2612
371860,0.5105
726235,0.4155
495028,0.4561
1597497,0.4607
637064,0.9278
1694683,0.6053
491488,0.4624
823763,0.6861
1143678,0.4029
1146664,0.9794
66863,0.4438
236243,0.2353
517082,0.2553
694121,0.5956
1068202,0.4866
559336,0.5105
692450,0.7483
1382033,0.9794
485849,0.0
1255217,0.5058
1746255,0.5105
1035421,0.0
967994,0.5212
637588,0.4241
50795,0.0
320997,0.7345
306086,0.9972
1245752,0.5788
296675,0.4474
835094,0.4353
801183,0.262
769078,0.5073
110361,0.5151
1403807,0.5349
267628,0.4645
86224,0.5509
33743,0.3829
1612554,0.5105
722914,0.3001
295517,0.3836
406972,0.6429
837029,0.5316
1731461,0.569
810887,0.1507
550487,0.617
244531,0.5406
1087915,0.5105
719656,0.3762
587369,0.0
810985,0.0
1382380,0.6807
458123,0.791
1610757,0.579
618512,0.5253
236358,0.4251
17937,0.2964
272005,0.4635
793792,0.5339
1019929,0.7014
369135,0.332
1462948,0.0
306594,0.5638
834641,0.329
295508,0.4738
384266,0.4897
1462757,0.4525
431395,0.4464
409081,0.4683
865969,0.3829
36196,0.3402
300155,0.8214
918463,0.6646
1389199,0.3687
783456,0.4467
1197085,0.5105
1508875,0.4939
980392,0.3527
2129,0.0
1609653,0.1043
27637,0.0
976249,0.2553
482551,0.0
466696,0.3339
1670159,0.6353
1295890,0.5979
629780,0.3514
67773,0.6807
1692070,0.4984
820857,0.3284
851705,0.2042
1307323,0.9643
529172,0.5013
1055794,0.3482
1196613,0.5097
1591363,0.4274
1552400,0.5004
699745,0.3351
185064,0.2599
365229,0.5596
1500921,0.0
814042,0.3609
281001,0.5105
811424,0.6037
600392,0.0
958896,0.5746
1346675,0.6996
163044,0.2611
235240,0.4136
838758,0.5283
1489123,0.5616
1486301,0.4934
1192580,0.3883
173020,0.6543
604194,0.4156
746657,0.6685
1490456,0.5978
471303,0.3216
769889,0.5626
242970,0.513
981522,0.7061
764362,0.501
1204874,0.5105
1263489,0.5105
828102,0.378
1692108,0.4871
663349,0.4031
1132719,0.5105
499989,0.3736
133082,0.3514
1407293,0.487
26966,0.6505
910747,0.5557
1419112,0.3918
116786,0.2841
86995,0.7168
1416333,0.765
295319,0.4484
1346628,0.5058
1138576,0.8105
84168,0.5105
529122,0.5042
75417,0.4754
489911,0.6529
900314,0.2553
1575533,0.1959
1505957,0.8488
1023375,0.4271
19281,0.5508
490928,0.6203
491608,0.8434
1628774,0.6156
1362859,0.4625
137362,0.5458
254089,0.5142
1510831,0.6268
1702510,0.442
1681569,0.5966
219985,0.4327
1376721,0.5518
374260,0.4617
952378,0.4738
221190,0.1702
1768336,0.7676
850711,0.3136
1475737,0.9327
575698,0.97
1193463,0.6127
1660829,0.7835
1431428,0.5878
1007181,0.4754
445405,0.5403
1487552,0.6881
223392,0.8065
1613437,0.4962
376962,0.3142
1404467,0.5812
888408,0.5247
1200492,0.0
1501642,0.4406
1461674,0.4494
471641,0.4532
285729,0.3191
962808,0.4748
1463567,0.5804
430031,0.3679
1758991,0.5163
1651120,0.5105
1420147,0.2176
518490,0.0425
674498,0.7248
705405,0.0
816246,0.7197
1734838,0.4922
551835,0.4353
267006,0.6529
236648,0.4255
958108,0.4873
24697,0.6529
63602,0.3031
1188656,0.6529
902444,0.6807
900295,0.5012
844609,0.573
300876,0.9794
235992,0.3773
1505521,0.4728
1644544,0.6996
521118,0.0
972454,0.5541
622753,0.7747
1227458,0.6376
644610,0.4586
1220512,0.4842
1694872,0.9794
355415,0.3951
1484779,0.2487
1574497,0.4563
1655438,0.3747
430030,0.4948
491677,0.3719
65546,0.4578
404365,0.9277
568289,0.5277
866357,0.2966
1116832,0.411
271211,0.4302
490369,0.4093
300229,0.0
1604716,0.39
725935,0.5752
889123,0.5379
1568443,0.3265
332261,0.6096
1091493,0.4037
1500044,0.9794
300446,0.0
1025652,0.3809
966363,0.8509
965366,0.6164
1545144,0.5687
104737,0.4493
1249760,0.2938
150068,0.4125
1625977,0.3704
498529,0.4279
798857,0.3843
1335904,0.3265
1544844,0.2122
39598,0.3265
40853,0.548
926888,0.7508
600657,0.9794
1570741,0.7123
293200,0.4096
51043,0.6614
1724455,0.3867
130549,0.5656
776885,0.5105
1674332,0.4901
787052,0.4413
519075,0.5105
914723,0.2553
946553,0.6197
842660,0.5155
1301186,0.3918
238150,0.4084
456849,0.4625
93726,0.4422
52565,0.9541
412626,0.3189
1307405,0.5105
1325176,0.4425
951373,0.9794
562889,0.9794
929624,0.592
724057,0.6121
1257538,0.0
1544969,0.0
900946,0.0
900309,0.6867
51419,0.4101
898184,0.0
1137074,0.6377
440868,0.9172
1136424,0.3723
1491540,0.4405
899195,0.3409
1509812,0.1987
1402478,0.4067
1483972,0.3841
58752,0.5105
1060659,0.5974
716250,0.3159
1046991,0.4897
136727,0.6417
1248530,0.0
354354,0.4636
105478,0.7123
236744,0.362
563680,0.3738
1246878,0.326
2521,0.4897
1057776,0.6689
235238,0.0
1114122,0.4822
1491551,0.4363
1396409,0.452
90444,0.5044
878200,0.5161
908988,0.527
1645455,0.5033
236634,0.478
896541,0.2515
900405,0.0
109880,0.5897
1500821,0.0
1178621,0.3282
491496,0.4816
1503503,0.5961
1158903,0.4777
1495424,0.5185
1596100,0.6529
745526,0.4425
1529457,0.4565
836369,0.9794
755853,0.4433
1451566,0.5105
1375563,0.4897
563098,0.6701
1526234,0.6637
1457809,0.7123
1264729,0.4322
1563716,0.5105
781117,0.5584
497236,0.4807
1493302,0.335
1588315,0.6186
781219,0.6401
661275,0.5105
1185027,0.5105
1552290,0.5105
499525,0.3939
808040,0.9481
266593,0.6529
500672,0.4767
1381516,0.5731
1670713,0.4604
725757,0.5468
1328726,0.5173
1200552,0.0
782548,0.5664
288807,0.487
852925,0.4956
1248002,0.0
1123438,0.4645
1110729,0.2771
216397,0.0
765927,0.6254
918873,0.4411
233600,0.1959
1358074,0.4347
1618267,0.5505
1740026,0.3921
233430,0.8509
915680,0.3422
89408,0.5085
1750097,0.529
509920,0.0
51646,0.8627
1112035,0.0816
1577615,0.3376
1456614,0.5616
1111271,0.5119
507035,0.6447
1376583,0.7658
127929,0.0
315458,0.3442
1241197,0.9794
1744669,0.452
1595603,0.6047
1486539,0.0
1484543,0.7835
1471255,0.8296
1325198,0.7835
494141,0.6363
379714,0.4293
1545873,0.5105
766882,0.5857
900788,0.0
1102966,0.5105
1689792,0.5044
990467,0.7455
483431,0.7163
546915,0.8978
781623,0.4798
882694,0.4344
808532,0.3918
112785,0.5105
854645,0.6564
503864,0.4784
430448,0.5128
82322,0.3026
580564,0.0
1178907,0.5639
491229,0.4974
1564121,0.5105
1612332,0.4731
272334,0.6833
668853,0.6324
1261132,0.9032
385690,0.5274
1698585,0.5417
1531413,0.5978
1165495,0.6568
813822,0.5596
1143500,0.5909
2288,0.0
680098,0.789
1025065,0.5204
276175,0.5492
711005,0.6529
1446272,0.9794
501395,0.7534
1264792,0.7812
1020881,0.6876
256552,0.0
1559324,0.6647
